,중분류,소분류,도서명,판매지수,가격,출판일,링크
1683,오피스 활용,프레젠테이션,퍼펙트 프리젠테이션 시즌 2,858,"27,000",김재성 저 | 에이콘출판사 | 2017년 11월,http://www.yes24.com/Product/Goods/56826125
1684,컴퓨터 공학,자료구조/알고리즘,수학 없이 배우는 데이터 과학과 알고리즘 ,690,"12,420","애널린 응,케네스 수 저/최광민 역 | 에이콘출판사 | 2017년 11월",http://www.yes24.com/Product/Goods/56775171
1685,프로그래밍 언어,프로그래밍 교육,사물인터넷을 위한 ESP8266 프로그래밍,792,"27,000",허경용 저 | 제이펍 | 2017년 11월,http://www.yes24.com/Product/Goods/56732861
1686,그래픽/디자인/멀티미디어,포토샵,모두의 포토샵,564,"16,200",신은파 저 | 길벗 | 2017년 11월,http://www.yes24.com/Product/Goods/56682851
1687,오피스 활용,MS Word(워드),MOS 2016 워드 Expert,828,"12,600","오해강,김경희 저 | 한빛아카데미 | 2017년 10월",http://www.yes24.com/Product/Goods/51375603
1688,모바일 프로그래밍,안드로이드폰,깡샘의 안드로이드 프로그래밍,"3,792","38,700",강성윤 저 | 루비페이퍼 | 2019년 06월,http://www.yes24.com/Product/Goods/51208294
1689,컴퓨터 입문/활용,어른을 위한 컴퓨터,처음으로 배우는 엔트리 entry,"1,071","9,000",ASO R&D Center 저 | 아카데미소프트 | 2017년 08월,http://www.yes24.com/Product/Goods/45879830
1690,오피스 활용,MS Excel(엑셀),EASY BUSINESS COMPUTING 1 MS Office Excel,264,"15,000","조현정,권아름 공저 | 도서출판청람(이수영) | 2017년 08월",http://www.yes24.com/Product/Goods/45503697
1691,프로그래밍 언어,JavaScript/CGI,자바스크립트 마스터 북,408,"27,000",야마다 요시히로 저 | 제이펍 | 2017년 08월,http://www.yes24.com/Product/Goods/44324818
1692,프로그래밍 언어,Visual C++,예제로 배우는 Visual C++ MFC 2017 윈도우 프로그래밍,"1,296","28,000","이아리,조경순 공저 | 북스홀릭퍼블리싱 | 2019년 11월",http://www.yes24.com/Product/Goods/43842837
1693,프로그래밍 언어,파이썬,빠르게 활용하는 파이썬 3.6 프로그래밍,528,"27,000",신호철 저 | 위키북스 | 2017년 07월,http://www.yes24.com/Product/Goods/43751272
1694,OS/데이터베이스,클라우드/빅데이터,모두의 데이터 과학 with 파이썬,"2,634","19,800",드미트리 지노비에프 저 / 황준식 역 | 길벗 | 2017년 07월,http://www.yes24.com/Product/Goods/43633333
1695,게임,게임가이드북/화보집,마인크래프트 탐험 가이드,"2,808","10,800",Mojang AB 저 | 영진닷컴 | 2017년 07월,http://www.yes24.com/Product/Goods/43231421
1696,게임,게임가이드북/화보집,마인크래프트 슈퍼 건축 레시피,"3,594","13,500","히류,이마이 산타로 공저 / 곰다비 역 / 플레인 감수 | 한빛미디어 | 2017년 06월",http://www.yes24.com/Product/Goods/41226322
1697,오피스 활용,MS PowerPoint(파워포인트),파워포인트 2016,516,"9,000",장미희 저 | 교학사 | 2016년 05월,http://www.yes24.com/Product/Goods/41048213
1698,프로그래밍 언어,C++,Boost.Asio C++ 네트워크 프로그래밍 쿡북,648,"27,000",드미트로 라드척 저 / 한정애 역 | 에이콘출판사 | 2017년 03월,http://www.yes24.com/Product/Goods/37612472
1699,컴퓨터 공학,소프트웨어 공학,생활 속 SW 코딩의 발견 1,552,"23,270",이재호 저 | 정일 | 2017년 03월,http://www.yes24.com/Product/Goods/37204323
1700,컴퓨터 입문/활용,어린이 컴퓨터,끝짱 미래를 코딩하라! 엔트리 기초,594,"10,800","씨엔씨에듀 R&D팀,배진아 공저 | 씨엔씨에듀 | 2017년 03월",http://www.yes24.com/Product/Goods/37007741
1701,프로그래밍 언어,파이썬,초보자를 위한 파이썬 200제,"2,826","18,000",장삼용 저 | 정보문화사 | 2017년 02월,http://www.yes24.com/Product/Goods/36836557
1702,프로그래밍 언어,파이썬,파이썬 프로그래밍으로 지루한 작업 자동화하기,"1,992","27,000",알 스웨이가트 저 / 트랜지스터팩토리 역 | 스포트라잇북 | 2019년 01월,http://www.yes24.com/Product/Goods/36067504
1703,프로그래밍 언어,프로그래밍 교육,코딩스쿨 엔트리 기초,"1,965","9,000",렉스기획팀 저 | REXmedia(렉스미디어) | 2017년 02월,http://www.yes24.com/Product/Goods/35425097
1704,게임,게임 개발,유니티로 게임을 만드는 10가지 방법 ,684,"30,600",가토 마사키 저 / 고승희 역 | 한빛미디어 | 2017년 02월,http://www.yes24.com/Product/Goods/35280214
1705,컴퓨터 공학,컴퓨터구조 일반,마이크로프로세서 ATmega128,204,"23,000","이창주,박군종,정성순,전봉신 공저 | 생능출판사 | 2017년 01월",http://www.yes24.com/Product/Goods/35196247
1706,그래픽/디자인/멀티미디어,AUTOCAD,인벤터-3D 실기·실무,684,"24,300","변진수,김선정 공저 | 예문사 | 2017년 01월",http://www.yes24.com/Product/Goods/34959997
1707,그래픽/디자인/멀티미디어,일러스트레이터,배경 일러스트 작법서,"1,986","25,200",이동익 저 | 디지털북스 | 2017년 01월,http://www.yes24.com/Product/Goods/34707586
1708,프로그래밍 언어,C++,C++14 STL 철저 입문,696,"32,400",아이버 호튼 저 / 조현태 역 | 길벗 | 2016년 12월,http://www.yes24.com/Product/Goods/33724682
1709,프로그래밍 언어,자바,JAVA Programming 자바 프로그래밍 기초,228,"20,000",진민 저 | 휴먼싸이언스 | 2016년 11월,http://www.yes24.com/Product/Goods/33569473
1710,프로그래밍 언어,자바,생활코딩! 자바 프로그래밍 입문,"1,668","24,300",이고잉 저 | 위키북스 | 2016년 12월,http://www.yes24.com/Product/Goods/33511161
1711,오피스 활용,MS Excel(엑셀),엑셀2010+파워포인트2010,624,"13,500","박윤정,한정수,IT연구회 공저 | 성안당 | 2016년 10월",http://www.yes24.com/Product/Goods/32733910
1712,네트워크/해킹/보안,네트워크 일반,ASP.NET & Core를 다루는 기술,"1,926","49,500",박용준 저 | 길벗 | 2016년 10월,http://www.yes24.com/Product/Goods/32692615
1713,웹사이트,HTML/JavaScript/CSS/jQuery,웹디자이너를 위한 CSS3,294,"16,200",댄 시더홈 저 / 웹액츄얼리팀 역 | 웹액츄얼리코리아 | 2016년 10월,http://www.yes24.com/Product/Goods/32539678
1714,그래픽/디자인/멀티미디어,3DS/MAX,차세대 3D 배경그래픽,"1,446","37,800",장형호 저 | 성안당 | 2018년 11월,http://www.yes24.com/Product/Goods/32532019
1715,OS/데이터베이스,클라우드/빅데이터,프라이빗 클라우드 서비스,888,"27,000","강남규,박상수 공저 | 제이펍 | 2016년 09월",http://www.yes24.com/Product/Goods/32448357
1716,네트워크/해킹/보안,네트워크 일반,네트워크 운용,750,"19,000",남기진 저 | 내하출판사 | 2016년 09월,http://www.yes24.com/Product/Goods/32386664
1717,네트워크/해킹/보안,네트워크 일반,"TCP/IP 쉽게, 더 쉽게","2,226","18,000",리브로웍스 저/신상재 역 | 제이펍 | 2016년 09월,http://www.yes24.com/Product/Goods/32203210
1718,초등학습,컴퓨터/IT/코딩,두근두근 언플러그드 컴퓨팅,654,"18,000",이재우 저 | 생능출판사 | 2016년 08월,http://www.yes24.com/Product/Goods/30660081
1719,공학계열,컴퓨터공학,건설캐드,684,"17,100","박홍태,양금철 공저 | 구미서관 | 2016년 08월",http://www.yes24.com/Product/Goods/30490179
1720,컴퓨터 입문/활용,컴퓨터 조립/수리,PC 진단 문제해결 무작정 따라하기 (윈도우 10),"1,764","26,100",이순원 저 | 길벗 | 2016년 07월,http://www.yes24.com/Product/Goods/29373440
1721,프로그래밍 언어,C,순서도로 배우는 C프로그래밍,552,"18,000","김종훈,김용민,서영호 공저 | 다올미디어 | 2016년 07월",http://www.yes24.com/Product/Goods/29296013
1722,네트워크/해킹/보안,네트워크 일반,네트워크와 CCNA,570,"25,000",배동규 저 | 다올미디어 | 2017년 01월,http://www.yes24.com/Product/Goods/29083037
1723,컴퓨터 입문/활용,어린이 컴퓨터,순서도로 배우는 파이썬,318,"17,000",김종훈 저 | 다올미디어 | 2016년 06월,http://www.yes24.com/Product/Goods/28344646
1724,오피스 활용,MS PowerPoint(파워포인트),파워포인트 2010 작품만들기,834,"9,000",코드미디어 저 | 해람북스 | 2016년 06월,http://www.yes24.com/Product/Goods/28315881
1725,프로그래밍 언어,파이썬,파이썬을 활용한 금융 분석 ,846,"37,800",이브 힐피시 저 / 김도형 역 | 한빛미디어 | 2016년 06월,http://www.yes24.com/Product/Goods/27727661
1726,OS/데이터베이스,클라우드/빅데이터,R 프로그래밍,300,"16,200",조민호 저 | 정보문화사 | 2016년 04월,http://www.yes24.com/Product/Goods/25683349
1727,그래픽/디자인/멀티미디어,그래픽툴/저작툴 기타,디지털 영상처리의 기초,714,"29,000","Alasdair McAndrew 저 / 김태효,권영만,전명근 공역 | 한티미디어 | 2016년 02월",http://www.yes24.com/Product/Goods/25264678
1728,OS/데이터베이스,Oracle,오라클 SQL 튜닝,426,"15,120",이경오 저 | 한빛미디어 | 2016년 03월,http://www.yes24.com/Product/Goods/24943427
1729,프로그래밍 언어,자바,자바 성능 튜닝,612,"30,600",스캇 오크스 저 / 최가인 역 | 비제이퍼블릭(BJ퍼블릭) | 2016년 03월,http://www.yes24.com/Product/Goods/24848833
1730,컴퓨터 입문/활용,어른을 위한 컴퓨터,앨리스와 함께하는 프로그래밍 첫걸음 Ver 0.8,180,"17,000","심수범,백공현,진세언 공저 | 강현출판사 | 2016년 02월",http://www.yes24.com/Product/Goods/24838843
1731,오피스 활용,MS PowerPoint(파워포인트),파워포인트 2010,"1,632","6,300",렉스기획팀 저 | REXmedia(렉스미디어) | 2016년 02월,http://www.yes24.com/Product/Goods/24462197
1732,모바일 프로그래밍,안드로이드폰,안드로이드 프로그래밍 정복 1 ,534,"31,500",김상형 저 | 한빛미디어 | 2016년 02월,http://www.yes24.com/Product/Goods/24131545
1733,컴퓨터 공학,자료구조/알고리즘,자료구조 프로그래밍,330,"23,000",조동영 저 | 북스홀릭퍼블리싱 | 2016년 01월,http://www.yes24.com/Product/Goods/23904900
1734,컴퓨터 공학,마이크로 프로세서,사물인터넷을 품은 아두이노,540,"27,000",허경용 저 | 제이펍 | 2016년 01월,http://www.yes24.com/Product/Goods/23897924
1735,게임,게임 개발,유니티 5 3D 게임 제작 입문,498,"31,500","마쓰다스,BATA,中Maruchu,우니타지야무오,모리사토린,쿠리사카코나베,alwei 공저 / 김범준 역 | 길벗 | 2015년 11월",http://www.yes24.com/Product/Goods/23139404
1736,웹사이트,웹기획,최범균의 JSP 2.3 웹 프로그래밍 : 기초부터 중급까지,"1,572","24,300",최범균 저 | 가메출판사 | 2015년 11월,http://www.yes24.com/Product/Goods/23087975
1737,프로그래밍 언어,자바,JUST JAVA ,762,"25,000",황희정 저 | 한빛아카데미 | 2015년 10월,http://www.yes24.com/Product/Goods/22759686
1738,컴퓨터 공학,소프트웨어 공학,레고 마인드스톰 EV3 마스터 가이드,"1,530","29,700",로렌스 발크 저 / 공민식 역 | 인사이트(insight) | 2015년 10월,http://www.yes24.com/Product/Goods/22541770
1739,OS/데이터베이스,클라우드/빅데이터,러닝 스파크,600,"21,600","홀든 카로,앤디 콘빈스키,패트릭 웬델,마테이 자하리아 공저 / 박종영 역 | 제이펍 | 2015년 10월",http://www.yes24.com/Product/Goods/21667835
1740,그래픽/디자인/멀티미디어,인디자인,찾기 쉬운 인디자인 사전,480,"28,800",심우진 저 | 물고기 | 2015년 07월,http://www.yes24.com/Product/Goods/20141314
1741,그래픽/디자인/멀티미디어,프리미어,디자이너’s PRO 실무 영상 편집,960,"24,300","이현석,김병국,방은주 공저 | 길벗 | 2015년 08월",http://www.yes24.com/Product/Goods/20051133
1742,프로그래밍 언어,프로그래밍 언어 기타,English for Developers,930,"14,400",박재호 저 | 한빛미디어 | 2015년 09월,http://www.yes24.com/Product/Goods/19992192
1743,공학계열,컴퓨터공학,WIRESHARK을 이용한 네트워크 분석,690,"35,000",이재광 저 | 홍릉과학출판사 | 2015년 07월,http://www.yes24.com/Product/Goods/19757456
1744,그래픽/디자인/멀티미디어,멀티미디어/컴퓨터 음악/영상,PA 입문,702,"13,500","코세 타카오,스도 히로시 공저 | SRMUSIC | 2015년 09월",http://www.yes24.com/Product/Goods/19361727
1745,프로그래밍 언어,자바,스프링과 JPA를 활용한 자바 엔터프라이즈 애플리케이션 개발 세트 ,672,"97,200","김영한,이일민 공저 | 에이콘출판사 | 2015년 07월",http://www.yes24.com/Product/Goods/19357793
1746,게임,게임 개발,유니티 2D 게임 공작소,726,"40,500",오노 고지 저 / 김범준 역 | 길벗 | 2015년 06월,http://www.yes24.com/Product/Goods/18077101
1747,OS/데이터베이스,Oracle,오라클 SQL과 PL/SQL을 다루는 기술,750,"25,200",홍형경 저 | 길벗 | 2015년 06월,http://www.yes24.com/Product/Goods/18077084
1748,프로그래밍 언어,프로그래밍 언어 기타,생활 교양 프로그래밍 입문,204,"15,120",시미즈 료 저 / 조지은 역 | 에이콘출판사 | 2015년 02월,http://www.yes24.com/Product/Goods/16766502
1749,프로그래밍 언어,C#,Head First C#,714,"37,800","앤드류 스텔만,제니퍼 그린 공저 / 최길우 역 | 한빛미디어 | 2015년 03월",http://www.yes24.com/Product/Goods/16669784
1750,네트워크/해킹/보안,보안/해킹,해킹 맛보기,"2,322","31,500","박찬암,신동휘,박종섭,김우현,박상호,이종호,이정훈 공저 / 이희조 감수 | 에이콘출판사 | 2015년 01월",http://www.yes24.com/Product/Goods/15836520
1751,웹사이트,웹디자인,"좋아 보이는 것들의 비밀, UX 디자인",636,"23,400",김경홍 저 | 길벗 | 2014년 12월,http://www.yes24.com/Product/Goods/15679476
1752,그래픽/디자인/멀티미디어,플래시,플래시 CC 무작정 따라하기,540,"20,700",곽문기 저 | 길벗 | 2014년 12월,http://www.yes24.com/Product/Goods/15524041
1753,그래픽/디자인/멀티미디어,3DS/MAX,제품 디자이너를 위한 Rhino 3D 5.0 Advanced,456,"24,300",최성권 저 | 혜지원 | 2014년 12월,http://www.yes24.com/Product/Goods/15446621
1754,네트워크/해킹/보안,네트워크 일반,New 데이터통신과 네트워킹 ,"1,422","26,000",강문식 저 | 한빛아카데미 | 2014년 11월,http://www.yes24.com/Product/Goods/15404732
1755,웹사이트,UI/UX,경험 디자인,816,"20,700",김진우 저 | 안그라픽스 | 2014년 12월,http://www.yes24.com/Product/Goods/15376644
1756,오피스 활용,MS Excel(엑셀),회사에서 바로 통하는 엑셀+파워포인트+워드 2013,216,"13,500","전미진,이화진,신면철 공저 | 한빛미디어 | 2014년 10월",http://www.yes24.com/Product/Goods/15051858
1757,오피스 활용,MS Word(워드),워드 2013 for Beginner,726,"10,000",최희식 저 | 한빛아카데미 | 2014년 10월,http://www.yes24.com/Product/Goods/15020695
1758,OS/데이터베이스,클라우드/빅데이터,아마존 웹 서비스를 다루는 기술,"2,004","37,800",이재홍 저 | 길벗 | 2014년 09월,http://www.yes24.com/Product/Goods/14673234
1759,공학계열,전기전자공학,아두이노 배우기,678,"19,000","김성필,홍선기,한경연 공저 | 복두출판사 | 2017년 01월",http://www.yes24.com/Product/Goods/14574205
1760,일반,일반,기계제도를 위한 AutoCAD 실습,612,"18,000",정시영 저 | 북스홀릭퍼블리싱 | 2014년 08월,http://www.yes24.com/Product/Goods/14404389
1761,프로그래밍 언어,프로그래밍 교육,프로그래밍 루아,"1,530","25,200","호베르토 이에루자림스키 저 / 김성안,장한일 공역 | 인사이트(insight) | 2014년 07월",http://www.yes24.com/Product/Goods/13866819
1762,오피스 활용,MS Excel(엑셀),회사에서 바로 통하는 엑셀 2013,"1,182","15,300",한은숙 저 | 한빛미디어 | 2014년 07월,http://www.yes24.com/Product/Goods/13691202
1763,그래픽/디자인/멀티미디어,AUTOCAD,오토캐드 2급자격증 쉽게 취득하기,264,"21,600","최재완,조형석 공저 | 가나북스 | 2014년 07월",http://www.yes24.com/Product/Goods/13485774
1764,OS/데이터베이스,시스템관리/서버,빅데이터 분석을 위한 데이터마이닝 방법론,492,"25,000","강현철,한상태,최종후,이성건,김은석,엄익현 공저 | 자유아카데미 | 2014년 03월",http://www.yes24.com/Product/Goods/12677653
